record_id1	record_id2	latitude	longitude	altitude_m	capture_hour	capture_minute	common_name	alpha4	genus	species	subspecies	gen_species	alpha6	indvid_id	band_pre	band_suff	Sex	age_class	age_year	mass_g	fat_score	Include	time_b1_min	time_b2_min	time_b3_min	time_b4_min	time_b5_min	time_b6_min	time_b7_min	b1_cort	b2_cort	b3_cort	b4_cort	b5_cort	b6_cort	b7_cort	base_cort	max_cort	time_to_max	day	month	year	date	doy	season	breed_state
1003638	2943	-54.93333	-67.61667	14.32563	8	2	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFS-1		3282	male	AHY		23	1		1.5	5	10	30	60			5.16	45.62	82.65	115.55	87.16			5.16	115.55	30	16	10	2005	10/16/05	289		
1003643	2948	-54.93333	-67.61667	14.32563	8	3	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFS-2		3283	male	AHY		22.5	1		2	5	10	30	60			10.04	27.43	80.03	66.37	73.2			10.04	80.03	10	16	10	2005	10/16/05	289		
1003631	2936	-54.93333	-67.61667	14.32563	8	8	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFF-3		3281	male	AHY		22.8	1.5		1	5	10	30	60			10.49	46.1	49.31	100.99	92.03			10.49	100.99	30	16	10	2005	10/16/05	289		
1003632	2937	-54.93333	-67.61667	14.32563	8	8	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFF-4		3284	female	AHY		21.7	1.5		2	5	10	30	60			4.3	22.55	35.77	25.87	57.1			4.3	57.1	60	16	10	2005	10/16/05	289		
1003633	2938	-54.93333	-67.61667	14.32563	9	44	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFF-5		3285	male	AHY		23.2	0.5		5	10	30	60				30.71	58.86	88.55	76.53				30.71	88.55	30	16	10	2005	10/16/05	289		
1003634	2939	-54.93333	-67.61667	14.32563	10	9	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFF-6		3286	male	AHY		21.6	1		1	5	10	30	60			5.24	10.8	21.1	69.94	52.46			5.24	69.94	30	16	10	2005	10/16/05	289		
1003635	2940	-54.93333	-67.61667	14.32563	10	24	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFF-7		3287	female	AHY		22.6	1		1	5	10	30				4.02	35.64	51.52	74.5				4.02			16	10	2005	10/16/05	289		
1003636	2941	-54.93333	-67.61667	14.32563	10	44	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFF-8		3288	male	AHY		22.5	2		3	5	10	30	60			23.41	18.37	64.48	85.56	107.73			23.41	107.73	60	16	10	2005	10/16/05	289		
1003637	2942	-54.93333	-67.61667	14.32563	10	56	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFF-9		3289	female	AHY		22.6	2		2.5	5	10	30	60			11.64	28.6	25	72.76	93.9			11.64	93.9	60	16	10	2005	10/16/05	289		pre-breeding
1003639	2944	-54.93333	-67.61667	14.32563	12	17	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFS-10		3290	male	AHY		22.5	1.5		3	4.25	9.25	19.25	59.25			43.67	28.3	44.18	84.11	45.54			43.67	84.11	19.25	16	10	2005	10/16/05	289		
1003640	2945	-54.93333	-67.61667	14.32563	12	18	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFS-11		3291	female	AHY		23	2		2.416666667	6.583333333	11	32	60			3.38	3.28	10.52	25.65	15.37			3.38	25.65	32	16	10	2005	10/16/05	289		
1003641	2946	-54.93333	-67.61667	14.32563	14	10	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFS-12		3293	male	AHY		23.6	2.5		1	4.55	9.55	29.55	60.45			2.63	43.02	47.33	76.04	74.24			2.63	76.04	29.55	16	10	2005	10/16/05	289		
1003642	2947	-54.93333	-67.61667	14.32563	14	10	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFS-13		3294	female	AHY		23.5	2		1	4.55	9.55	29.55	60.45			1.9	9.5	18.98	26.16	49.64			1.9	49.64	60.45	16	10	2005	10/16/05	289		
1001214	1643	-54.81951	-35.82336	0.00000	21	41	Cape Petrel	CAPE	Daption 	capense		Daption  capense 	DAPCAP	R-14						370			0.5	5	10	30	60			39.07	42.43	44.92	71.22	73.84			39.07	73.84	60	8	6	1993	6/8/93	159		
1001255	2277	-54.81951	-35.82336	0.00000	20	56	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-8						150			0.5	5	10	30	60			33.53	44.04	37.9	29.9	45.13			33.53	45.13	60	9	6	1993	6/9/93	160		
1001254	2276	-54.81951	-35.82336	0.00000	21	44	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-10						148			0.5	10	30	60				46.61	62.8	34.12	21.92				46.61	62.8	10	9	6	1993	6/9/93	160		
1001276	2293	-54.81951	-35.82336	0.00000	21	41	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-2						143			0.5	5	10	30	60			33.51	38.5	57.85	35.11	16.74			33.51	57.85	10	14	6	1993	6/14/93	165		
1001270	2287	-54.81951	-35.82336	0.00000	22	14	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-4						128			0.5	5	10	30	60			59.23	41.12	40.81	26.9	48.33			59.23	59.23	0.5	14	6	1993	6/14/93	165		
1001279	2296	-54.81951	-35.82336	0.00000	22	19	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-5						155			0.5	5	10	30	60			9.31	14.87	43.67	24.31	36.64			9.31	43.67	10	14	6	1993	6/14/93	165		
1001274	2291	-54.81951	-35.82336	0.00000	22	22	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-7						139			5	10	30	60				32.23	34.72	34.37	40.17				32.23	40.17	60	14	6	1993	6/14/93	165		
1001271	2288	-54.81951	-35.82336	0.00000	23	20	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-8						129			0.5	5	10	30	60			17.78	35.26	23.88	20.28	29.04			17.78	35.26	5	14	6	1993	6/14/93	165		
1001273	2290	-54.81951	-35.82336	0.00000	23	24	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-9						135			10	30	60					68.51	41.08	44.45								14	6	1993	6/14/93	165		
1001277	2294	-54.81951	-35.82336	0.00000	23	30	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-10						144			0.5	5	10	30				31.12	26.83	29.64	21.64				31.12			14	6	1993	6/14/93	165		
1001272	2289	-54.81951	-35.82336	0.00000	23	44	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-11						134			0.5	5	10	30	60			24.16	19.74	43.87	39.3	19.74			24.16	43.87	10	14	6	1993	6/14/93	165		
1001278	2295	-54.81951	-35.82336	0.00000			Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-13						148			0.5	5	10	30	60			52.13	33.88	40.555	64.92	66.89			52.13	66.89	60	14	6	1993	6/14/93	165		
1001286	2299	-54.81951	-35.82336	0.00000	23	28	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-5						146			0.5	5	10	30	60			20.95	26.49	49.32	37.33	45.19			20.95	49.32	10	18	6	1993	6/18/93	169		
1001290	2303	-54.81951	-35.82336	0.00000	23	28	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-6						163			0.5	5	10	30	60			41.29	40.21	36.37	31.6	13.12			41.29	41.29	0.5	18	6	1993	6/18/93	169		
1001284	2297	-54.81951	-35.82336	0.00000	23	30	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-7						132			0.5	5	10	30	60			46.68	46.4	29.06	9.48	30.85			46.68	46.68	0.5	18	6	1993	6/18/93	169		
1001319	1644	-54.81951	-35.82336	0.00000	4	26	Cape Petrel	CAPE	Daption 	capense		Daption  capense 	DAPCAP	B-1						370			0.5	5	10	30				20.46	27.88	42.01	74.58				20.46			21	6	1993	6/21/93	172		
1001320	1645	-54.81951	-35.82336	0.00000	4	42	Cape Petrel	CAPE	Daption 	capense		Daption  capense 	DAPCAP	B-2						385			0.5	5	10	30	60			18.44	24.48	32.13	37.48	62.66			18.44	62.66	60	21	6	1993	6/21/93	172		
1001321	1646	-54.81951	-35.82336	0.00000	5	9	Cape Petrel	CAPE	Daption 	capense		Daption  capense 	DAPCAP	B-3						300			0.5	5	10	30	60			29.35	28.2	39.15	26.96	56.49			29.35	56.49	60	21	6	1993	6/21/93	172		
1001322	1647	-54.81951	-35.82336	0.00000	6	3	Cape Petrel	CAPE	Daption 	capense		Daption  capense 	DAPCAP	B-4						390			0.5	5	10	30	60			31.9	41.53	66.18	27.51	16.49			31.9	66.18	10	21	6	1993	6/21/93	172		
1001323	1648	-54.81951	-35.82336	0.00000	6	14	Cape Petrel	CAPE	Daption 	capense		Daption  capense 	DAPCAP	B-5						380			5	10	30	60				20.38	32.18	25.26	32.31				20.38	32.31	60	21	6	1993	6/21/93	172		
1001324	1649	-54.81951	-35.82336	0.00000	11	52	Cape Petrel	CAPE	Daption 	capense		Daption  capense 	DAPCAP	F-1						305			0.5	5	10	30	60			19.74	43.03	44.46	49.24	15.59			19.74	49.24	30	21	6	1993	6/21/93	172		
1001354	2304	-54.81951	-35.82336	0.00000	22	34	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-7						133			0.5	5	10	30	60			32.92	52.56	72.45	55.7	29.14			32.92	72.45	10	23	6	1993	6/23/93	174		
1001362	2311	-54.81951	-35.82336	0.00000	23	6	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-8						150			0.5	5	10	30	60			27.07	70.04	30.1	16.66	6.57			27.07	70.04	5	23	6	1993	6/23/93	174		
1001208	1883	-54.48751	-37.07484	0.00000	20	45	Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	R-15						190			0.5	5	10	30	60			70	53.95	35.06	28.89	35.16			70	70	0.5	8	6	1993	6/8/93	159		
1001235	1888	-54.48751	-37.07484	0.00000	0	10	Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	M-12						200			0.5	5	10					37.55	71.73	82.7					37.55			9	6	1993	6/9/93	160		
1001236	1889	-54.48751	-37.07484	0.00000	0	12	Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	M-13						190			0.5	5	10					58.72	99.8	104.53					58.72			9	6	1993	6/9/93	160		
1001231	1884	-54.48751	-37.07484	0.00000	21	57	Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	M-7						190			0.5	5	10	30	60			103.82	96.57	25.52	73	109.37			103.82	109.37	60	9	6	1993	6/9/93	160		
1001238	1891	-54.48751	-37.07484	0.00000	22	14	Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	M-8						215			0.5	30						315.91	190.78						315.91			9	6	1993	6/9/93	160		
1001232	1885	-54.48751	-37.07484	0.00000	22	20	Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	M-9						175			0.5	10	60					100.95	217.71	9.62					100.95	217.71	10	9	6	1993	6/9/93	160		
1001233	1886	-54.48751	-37.07484	0.00000	23	32	Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	M-10						185			0.5	5	10	30	60			88.59	71.36	99.66	21.28	21.15			88.59	99.66	10	9	6	1993	6/9/93	160		
1001234	1887	-54.48751	-37.07484	0.00000	23	34	Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	M-11						220			0.5	5	10	30	60			88.11	66.7	39.68	52.31	79.33			88.11	88.11	0.5	9	6	1993	6/9/93	160		
1001261	2283	-54.48751	-37.07484	0.00000	20	4	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	M-2									0.5	5	10	30	60			39.4	29.7	79.5	52.67	42.61			39.4	79.5	10	9	6	1993	6/9/93	160		
1001260	2282	-54.48751	-37.07484	0.00000	20	6	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-2						160			0.5	5	10	30	60			32.23	24.22	26.26	19.43	29.18			32.23	32.23	0.5	9	6	1993	6/9/93	160		
1001258	2280	-54.48751	-37.07484	0.00000	20	7	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-3						155			0.5	5	10	30				31.33	30.62	34.52	27.81				31.33			9	6	1993	6/9/93	160		
1001262	2284	-54.48751	-37.07484	0.00000	20	7	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	M-3									0.5	5	10	30	60			13.96	90	58.98	39.31	73.58			13.96	90	5	9	6	1993	6/9/93	160		
1001259	2281	-54.48751	-37.07484	0.00000	20	18	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-4						155			0.5	5	10	30	60			24.57	38	31.81	24.42	23.96			24.57	38	5	9	6	1993	6/9/93	160		
1001257	2279	-54.48751	-37.07484	0.00000	20	21	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-5						151			0.5	5	10	30	60			40.95	77.07	64.06	51.24	56.31			40.95	77.07	5	9	6	1993	6/9/93	160		
1001253	2275	-54.48751	-37.07484	0.00000	20	23	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-6						148			0.5	5	10	30				29.91	19.71	40.24	26.1				29.91			9	6	1993	6/9/93	160		
1001263	2285	-54.48751	-37.07484	0.00000	20	25	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	M-4									0.5	10	30	60				8.23	39.18	43.35	41.86				8.23	43.35	30	9	6	1993	6/9/93	160		
1001264	2286	-54.48751	-37.07484	0.00000	20	28	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	M-5									0.5	5	10	30	60			31.13	40.19	71.15	47.1	54.52			31.13	71.15	10	9	6	1993	6/9/93	160		
1001251	2273	-54.48751	-37.07484	0.00000	20	41	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-7						135			0.5	5	10	30	60			29.26	46.69	41.64	24.54	17.01			29.26	46.69	5	9	6	1993	6/9/93	160		
1001252	2274	-54.48751	-37.07484	0.00000	21	47	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-11						145			5	10	30	60				18.06	54.85	30.45	9.71				18.06	54.85	10	9	6	1993	6/9/93	160		
1001265	1892	-54.48751	-37.07484	0.00000			Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	R-14									0.5	5	10	30	60			30.83	31.18	44.27	31.64	36.83			30.83	44.27	10	14	6	1993	6/14/93	165		
1001266	1893	-54.48751	-37.07484	0.00000			Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	R-15									5	60						44.71	78.65						44.71	78.65	60	14	6	1993	6/14/93	165		
1001268	1895	-54.48751	-37.07484	0.00000			Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	R-17									0.5	5	10	30	60			43.16	26.8	69.27	71.2	115.78			43.16	115.78	60	14	6	1993	6/14/93	165		
1001269	1896	-54.48751	-37.07484	0.00000			Blue Petrel	BLPE	Halobaena	caerulea		Halobaena caerulea 	HALCAE	R-15									5	60						44.71	78.65						44.71	78.65	60	14	6	1993	6/14/93	165		
1001275	2292	-54.48751	-37.07484	0.00000	21	36	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-1						140			0.5	5	10	30	60			49.84	39.71	82.22	28.48	29.67			49.84	82.22	10	14	6	1993	6/14/93	165		
1001288	2301	-54.48751	-37.07484	0.00000	20	52	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-1						154			0.5	5	10	30	60			29.48	33.11	46.75	97.75	78.17			29.48	97.75	30	18	6	1993	6/18/93	169		
1001360	2309	-54.48751	-37.07484	0.00000	21	56	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-1						143			0.5	5	10	30	60			37.27	37.3	27.57	14.76	43.34			37.27	43.34	60	23	6	1993	6/23/93	174		
1001363	2312	-54.48751	-37.07484	0.00000	22	6	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-6						151			0.5	5	10	30	60			19.56	90.51	59.66	49.53	51.06			19.56	90.51	5	23	6	1993	6/23/93	174		
1001223	2270	-54.45654	-36.29404	0.00000	9	37	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-1						132			0.5	5	10	30	60			15.93	16.74	28.82	30.59	28.59			15.93	30.59	30	8	6	1993	6/8/93	159		
1001228	2271	-54.45654	-36.29404	0.00000	9	58	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-3						138			0.5	5	10	30	60			8.55	20.22	17.02	40.46	26.82			8.55	40.46	30	8	6	1993	6/8/93	159		
1001221	2269	-54.45654	-36.29404	0.00000	10	5	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	E-2						129			10	60						60.96	29.84									8	6	1993	6/8/93	159		
1001219	2268	-54.45654	-36.29404	0.00000	19	7	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-6						128			0.5	5	10	30	60			11.83	27.23	35.75	37.07	50.85			11.83	50.85	60	8	6	1993	6/8/93	159		
1001239	2541	-54.45654	-36.29404	0.00000			Gentoo Penguin	GEPE	Pygoscelis	papua		Pygoscelis papua 	PYGPAP	R-1									0.5	5	10	30				3.94	6.14	6.88	28.76				3.94			9	6	1993	6/9/93	160		
1001240	2542	-54.45654	-36.29404	0.00000			Gentoo Penguin	GEPE	Pygoscelis	papua		Pygoscelis papua 	PYGPAP	R-2									0.5	5	10	30				12.89	8.21	15.35	26.18				12.89			9	6	1993	6/9/93	160		
1001241	2543	-54.45654	-36.29404	0.00000			Gentoo Penguin	GEPE	Pygoscelis	papua		Pygoscelis papua 	PYGPAP	R-3									0.5	5	10	30				9.73	17.38	34.41	34.09				9.73			9	6	1993	6/9/93	160		
1001242	2544	-54.45654	-36.29404	0.00000			Gentoo Penguin	GEPE	Pygoscelis	papua		Pygoscelis papua 	PYGPAP	R-4									0.5	10	30					4.93	7.28	15.11					4.93			9	6	1993	6/9/93	160		
1001243	2545	-54.45654	-36.29404	0.00000			Gentoo Penguin	GEPE	Pygoscelis	papua		Pygoscelis papua 	PYGPAP	R-5									0.5	5	30					3.3	8.07	27.98					3.3			9	6	1993	6/9/93	160		
1001244	2546	-54.45654	-36.29404	0.00000			Gentoo Penguin	GEPE	Pygoscelis	papua		Pygoscelis papua 	PYGPAP	R-6									0.5	5	10	30				8.86	10.07	120.4	25.58				8.86			9	6	1993	6/9/93	160		
1001245	2547	-54.45654	-36.29404	0.00000			Gentoo Penguin	GEPE	Pygoscelis	papua		Pygoscelis papua 	PYGPAP	R-7									0.5	5	10	30				8.16	16.44	19.08	49.55				8.16			9	6	1993	6/9/93	160		
1001246	2548	-54.45654	-36.29404	0.00000			Gentoo Penguin	GEPE	Pygoscelis	papua		Pygoscelis papua 	PYGPAP	R-8									0.5	5	10	30				6.43	12.94	24.91	30.23				6.43			9	6	1993	6/9/93	160		
1001247	2549	-54.45654	-36.29404	0.00000			Gentoo Penguin	GEPE	Pygoscelis	papua		Pygoscelis papua 	PYGPAP	R-9									0.5	5	10	30				20.15	18.04	24.29	39.23				20.15			9	6	1993	6/9/93	160		
1001325	2162	-54.45654	-36.29404	0.00000	6	54	Fairy Prion	FAPR	Pachyptila	turtur 		Pachyptila turtur  	PACTUR	B-6						151			0.5	5	10	30	60			130.81	171.05	242.49	204.84	155.82			130.81	242.49	10	21	6	1993	6/21/93	172		
1001332	2529	-54.45654	-36.29404	0.00000	11	57	Kerguelen Petrel	KPET	Pterodroma 	brevirostris		Pterodroma  brevirostris 	PTEBRE	F-2						315			0.5	5	10	30	60			32.22	43.72	27.21	55.78	44.26			32.22	55.78	30	21	6	1993	6/21/93	172		
1001338	1078	-54.45654	-36.29404	0.00000			King Penguin	KIPE	Aptenodytes	patagonica		Aptenodytes patagonica 	APTPAT	R1						13000			0.5	5	10	30				4.54	9.48	11.16	24.45				4.54			22	6	1993	6/22/93	173		
1001339	1079	-54.45654	-36.29404	0.00000			King Penguin	KIPE	Aptenodytes	patagonica		Aptenodytes patagonica 	APTPAT	R2						12000			0.5	5	30					16.64	5.86	8.68					16.64			22	6	1993	6/22/93	173		
1001340	1080	-54.45654	-36.29404	0.00000			King Penguin	KIPE	Aptenodytes	patagonica		Aptenodytes patagonica 	APTPAT	R3						12000			0.5	5	10	30				8.47	6.59	7.44	11.23				8.47			22	6	1993	6/22/93	173		
1001341	1081	-54.45654	-36.29404	0.00000			King Penguin	KIPE	Aptenodytes	patagonica		Aptenodytes patagonica 	APTPAT	R4						13000			0.5	5	10	30				10.11	12.05	20.2	26.38				10.11			22	6	1993	6/22/93	173		
1001342	1082	-54.45654	-36.29404	0.00000			King Penguin	KIPE	Aptenodytes	patagonica		Aptenodytes patagonica 	APTPAT	R5						12000			0.5	5	10	30				3.49	8.45	10.37	20.96				3.49			22	6	1993	6/22/93	173		
1001343	1083	-54.45654	-36.29404	0.00000			King Penguin	KIPE	Aptenodytes	patagonica		Aptenodytes patagonica 	APTPAT	R6						15500			0.5	5	10	30				3.54	5.59	7.82	23.99				3.54			22	6	1993	6/22/93	173		
1001344	1084	-54.45654	-36.29404	0.00000			King Penguin	KIPE	Aptenodytes	patagonica		Aptenodytes patagonica 	APTPAT	R7						13000			0.5	5	30					4.43	6.39	10.87					4.43			22	6	1993	6/22/93	173		
1001206	2525	-54.18333	-34.90000	0.00000	9	41	Kerguelen Petrel	KPET	Pterodroma 	brevirostris		Pterodroma  brevirostris 	PTEBRE	R-1						335			0.5	5	10	30	60			10.13	22.31	24.42	31.93	34.44			10.13	34.44	60	2	6	1993	6/2/93	153		
1001280	2526	-54.18333	-34.90000	0.00000	22	20	Kerguelen Petrel	KPET	Pterodroma 	brevirostris		Pterodroma  brevirostris 	PTEBRE	R-6						350			0.5	5	10	30	60			27.64	22.44	14.3	17.69	22.15			27.64	27.64	0.5	14	6	1993	6/14/93	165		
1001281	2527	-54.18333	-34.90000	0.00000	23	49	Kerguelen Petrel	KPET	Pterodroma 	brevirostris		Pterodroma  brevirostris 	PTEBRE	R-12						310			0.5	5	10	30	60			23.88	26.43	28.72	21.03	35.56			23.88	35.56	60	14	6	1993	6/14/93	165		
1001282	2528	-54.18333	-34.90000	0.00000	23	49	Kerguelen Petrel	KPET	Pterodroma 	brevirostris		Pterodroma  brevirostris 	PTEBRE	R-3						373			0.5	5	10	30	60			33.78	54.48	33.83	59.73	60.16			33.78	60.16	60	14	6	1993	6/14/93	165		
1001250	2272	-54.00000	-37.96667	0.00000	21	27	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-9						148			0.5	5	10	30	60			39.58							39.58	39.58	0.5	9	6	1993	6/9/93	160		
1001256	2278	-54.00000	-37.96667	0.00000	22	3	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	B-12						150			0.5	5	30	60				42.95	40.36	12.94	23.5				42.95	42.95	0.5	9	6	1993	6/9/93	160		
1001289	2302	-54.00000	-37.96667	0.00000	22	9	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-2						162			0.5	5	10	30	60			16.85	12.56	33.46	23.23	15.74			16.85	33.46	10	18	6	1993	6/18/93	169		
1001285	2298	-54.00000	-37.96667	0.00000	22	57	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-3						136			0.5	5	10	30	60			26.79	18.95	28.56	31.85	17.86			26.79	31.85	30	18	6	1993	6/18/93	169		
1001287	2300	-54.00000	-37.96667	0.00000	23	10	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	R-4						148			0.5	5	30	60				9.11	25.11	17.82	36.21				9.11	36.21	60	18	6	1993	6/18/93	169		
1001358	2307	-54.00000	-37.96667	0.00000	21	58	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-2						136			0.5	10	30	60				38.7	42.06	43.7	26.67				38.7	43.7	30	23	6	1993	6/23/93	174		
1001361	2310	-54.00000	-37.96667	0.00000	21	58	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-4						143			0.5	5	10	30	60			30.96	28.82	30.3	37.58	46.99			30.96	46.99	60	23	6	1993	6/23/93	174		
1001364	2313	-54.00000	-37.96667	0.00000	21	58	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-3						160			0.5	5	10	30	60			52.78	57.37	48.36	55.62	97.19			52.78	97.19	60	23	6	1993	6/23/93	174		
1001355	2305	-54.00000	-37.96667	0.00000	22	2	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-5						135			0.5	5	10	30	60			19.53	58.8	62.06	68.45	34.55			19.53	68.45	30	23	6	1993	6/23/93	174		
1001359	2308	-54.00000	-37.96667	0.00000	23	8	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-9						142			0.5	10	30					62.62	96.03	26.14					62.62			23	6	1993	6/23/93	174		
1001357	2306	-54.00000	-37.96667	0.00000	23	9	Georgian Diving Petrel	GDPE	Pelecanoides 	georgicus		Pelecanoides  georgicus 	PELGEO	C-10						135			0.5	30	60					44.19	54.23	20.64					44.19	54.23	30	23	6	1993	6/23/93	174		
1000160	2035	-54.00000	-37.96667	0.00000			Golden-collared Manakin	GCMA	Manacus	vitellinus		Manacus vitellinus 	MANVIT	GCMK-1			female						1	5	20	60				5.3	15.3	36.22	52.2				5.3	52.2	60	3	7	1989	7/3/89	184		
1003592	2934	-33.49045	-70.88527	495.00000	13	37	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			565	female	AHY		24.5	1.5		2.8333	10	30	60				16.56	47.68	67.34	101.17				16.56	101.17	60	11	10	2005	10/11/05	284		
