record_id1	record_id2	latitude	longitude	altitude_m	capture_hour	capture_minute	common_name	alpha4	genus	species	subspecies	gen_species	alpha6	indvid_id	band_pre	band_suff	Sex	age_class	age_year	mass_g	fat_score	Include	time_b1_min	time_b2_min	time_b3_min	time_b4_min	time_b5_min	time_b6_min	time_b7_min	b1_cort	b2_cort	b3_cort	b4_cort	b5_cort	b6_cort	b7_cort	base_cort	max_cort	time_to_max	day	month	year	date	doy	season	breed_state
1002632	2249	68.62582	-149.59455	729.99598	20	0	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2111	47703	male	AHY		20	2									22.48							22.48			23	5	1999	5/23/99	143		
1000930	3018	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48201	male													43.11							43.11			24	5	1992	5/24/92	145		
1000931	3019	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			63764	female													24.36							24.36			24	5	1992	5/24/92	145		
1000936	3020	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48209	male													10.79							10.79			25	5	1992	5/25/92	146		
1000937	3021	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48214	male													73.56							73.56			25	5	1992	5/25/92	146		
1000938	3022	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48215	female													25.5							25.5			25	5	1992	5/25/92	146		
1002650	2251	68.62582	-149.59455	729.99598	16	11	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2141	39627	male	AHY		19.5	2									4.19							4.19			25	5	1999	5/25/99	145		
1002651	2252	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2111	47701														78.2							78.2			25	5	1999	5/25/99	145		
1002652	2253	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2111	47702														55.64							55.64			25	5	1999	5/25/99	145		
1002653	2254	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2111	47703														33.19							33.19			25	5	1999	5/25/99	145		
1002659	1400	68.62582	-149.59455	729.99598	14	50	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39628	male	ASY	3	12	1		1							5.67							5.67			26	5	1999	5/26/99	146		breeding
1000955	3023	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48251	male													13.74							13.74			26	5	1992	5/26/92	147		
1000956	3024	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48256	male													16.54							16.54			26	5	1992	5/26/92	147		
1000957	3025	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48263	female													11.69							11.69			26	5	1992	5/26/92	147		
1000958	3026	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48272	female													31							31			26	5	1992	5/26/92	147		
1000959	3027	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48277	male													28.29							28.29			26	5	1992	5/26/92	147		
1000960	3028	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			63864	male													53.28							53.28			26	5	1992	5/26/92	147		
1002660	2255	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2111	47701														9.95							9.95			26	5	1999	5/26/99	146		
1002661	2256	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2111	47702														22.41							22.41			26	5	1999	5/26/99	146		
1002662	2257	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2141	47703														20.97							20.97			26	5	1999	5/26/99	146		
1002663	2258	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		850	76698														73.73							73.73			26	5	1999	5/26/99	146		
1002688	1402	68.62582	-149.59455	729.99598	10	15	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39629	male	ASY	3	11.5	1		1							4.76							4.76			28	5	1999	5/28/99	148		breeding
1002689	1403	68.62582	-149.59455	729.99598	12	38	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39630	male	ASY	3	12	1.5		1							7.14							7.14			28	5	1999	5/28/99	148		breeding
1002694	1407	68.62582	-149.59455	729.99598	12	46	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		1880	96004	male	ASY	3	13	1		1							7.91							7.91			28	5	1999	5/28/99	148		breeding
1002693	1406	68.62582	-149.59455	729.99598	14	8	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		1880	96006	male	ASY	3	12.5	0		1							12.9							12.9			28	5	1999	5/28/99	148		breeding
1002685	1401	68.62582	-149.59455	729.99598	15	3	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39631	male	ASY	3	10.5	1		1							4.49							4.49			28	5	1999	5/28/99	148		breeding
1002692	1405	68.62582	-149.59455	729.99598	15	4	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		1880	96008	female	ASY	3	12	1		1							4.16							4.16			28	5	1999	5/28/99	148		breeding
1002696	1408	68.62582	-149.59455	729.99598	15	8	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		none								1							9.61							9.61			28	5	1999	5/28/99	148		
1000976	3029	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			48503	female													10.46							10.46			28	5	1992	5/28/92	149		
1000977	3030	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA			63813	female													20.56							20.56			28	5	1992	5/28/92	149		
1002721	1412	68.62582	-149.59455	729.99598	10	51	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		1880	96009	female	ASY	3	12	0.5		1							4.3							4.3			29	5	1999	5/29/99	149		breeding
1002722	1413	68.62582	-149.59455	729.99598	11	0	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		1880	96010	male	ASY	3	12	0.5		1							4.09							4.09			29	5	1999	5/29/99	149		breeding
1002718	1409	68.62582	-149.59455	729.99598	11	30	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39633	male	ASY	3	12	1		1							5.03							5.03			29	5	1999	5/29/99	149		
1002726	1417	68.62582	-149.59455	729.99598	12	39	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39636	male	ASY	3	14	1.5		1							3.75							3.75			29	5	1999	5/29/99	149		breeding
1002727	1418	68.62582	-149.59455	729.99598	13	0	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		1880	98004				14	1		1							5.54							5.54			29	5	1999	5/29/99	149		breeding
1002724	1415	68.62582	-149.59455	729.99598	13	3	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39637	male	ASY	3	12.5	1		1							11.34							11.34			29	5	1999	5/29/99	149		breeding
1002719	1410	68.62582	-149.59455	729.99598	13	18	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39638	male	ASY	3	12	0.5		1							11.25							11.25			29	5	1999	5/29/99	149		breeding
1002720	1411	68.62582	-149.59455	729.99598	13	18	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39639	female	HY	0	12	0.5		1							10.03							10.03			29	5	1999	5/29/99	149		breeding
1001705	1709	68.62582	-149.59455	729.99598			Horned Lark	HOLA	Eremophila	alpestris		Eremophila alpestris 	EREALP	HOLA-1			female						1	5	10	30	60			16.1	27.8	34.6	13.5	8			16.1	34.6	10	30	5	1994	5/30/94	150		
1001704	1708	68.62582	-149.59455	729.99598			Horned Lark	HOLA	Eremophila	alpestris		Eremophila alpestris 	EREALP	HOLA-male			male						1	5	10	30	60			13.5	13.3	18.3	40.5	22.7			13.5	40.5	30	30	5	1994	5/30/94	150		
1001833	2237	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN			33054	female						1	5	10	30	60			25.4	37.8	44.2	44.6	43.2			25.4	44.6	30	30	5	1995	5/30/95	150		
1002736	1423	68.62582	-149.59455	729.99598	11	17	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		none		female			12	2		1							9.57							9.57			31	5	1999	5/31/99	151		breeding
1002732	1419	68.62582	-149.59455	729.99598	12	54	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2111	47684	male	ASY	3	11	0.5		1	5	10	60				35.18	29.96	64.38	72.66				35.18	72.66	60	31	5	1999	5/31/99	151		breeding
1002734	1421	68.62582	-149.59455	729.99598	13	21	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2111	47680	male	ASY	3	12	1		1	5	10	30	60			5.48	14.68	19.61	37.26	23.41			5.48	37.26	30	31	5	1999	5/31/99	151		breeding
1002735	1422	68.62582	-149.59455	729.99598	14	28	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2111	47682	male	ASY	3	12	1		1	5	10	30	60			4.32	21.25	26.79	44.08	53.73			4.32	53.73	60	31	5	1999	5/31/99	151		breeding
1002739	1426	68.62582	-149.59455	729.99598	14	30	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2111	47683	male	ahy		13	2.5		1	5	10	30	60			11	23.86	38.68	46.31	45.42			11	46.31	30	31	5	1999	5/31/99	151		breeding
1002740	2260	68.62582	-149.59455	729.99598	12	38	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2111	47677	male	AHY		17.5	2.5		0.5	5	10	30	60			14.77	49.33	22.55	58.84	68.06			14.77	68.06	60	31	5	1999	5/31/99	151		
1002741	2261	68.62582	-149.59455	729.99598	13	12	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2111	47679	male	AHY		19	1		0.5	5	10	30	60			2.32	18.76	61.24	91.96	94.71			2.32	94.71	60	31	5	1999	5/31/99	151		
1002464	1398	68.62582	-149.59455	729.99598	11	13	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		none								1	5						24.66	13.86						24.66			3	6	1999	6/3/99	154		
1002463	1397	68.62582	-149.59455	729.99598	11	17	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2111	47696	male	ASY	2	13	0		1	5	10	30	60			1.96	25.54	32.37	38.95	33.79			1.96	38.95	30	3	6	1999	6/3/99	154		breeding
1002462	1396	68.62582	-149.59455	729.99598	11	21	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2111	47695	male	ahy		12	2		1	5	10	30	60			2.81	15.15	29.41	46.45	41.89			2.81	46.45	30	3	6	1999	6/3/99	154		breeding
1002474	2243	68.62582	-149.59455	729.99598	12	56	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2141	39655	male	AHY		19.5	0.5									8.73							8.73			5	6	1999	6/5/99	156		
1002491	2244	68.62582	-149.59455	729.99598	22	5	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2141	39666	male	AHY		18.5	1.5									91.78							91.78			7	6	1999	6/7/99	158		
1000808	1386	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21952	male			11.5	1.5		0.5	5	20	60				33.02	40.86	45.15	40.8				33.02	45.15	20	8	6	1992	6/8/92	160		
1000809	1468	68.62582	-149.59455	729.99598			Hoary Redpoll	HORE	Carduelis	hornemanni		Carduelis hornemanni 	CARHOR			21952	male						1	5	20	60				33.02	40.86	45.15	40.8				33.02	45.15	20	8	6	1992	6/8/92	160		
1000810	1387	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21954	male						0.5	5						51.69	58.03						51.69			9	6	1992	6/9/92	161		
1000811	1388	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21955	female						0.5	5						26.84	37.44						26.84			9	6	1992	6/9/92	161		
1002498	1399	68.62582	-149.59455	729.99598	10	45	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA		2141	39669	female	AHY		15	1		1							7.16							7.16			9	6	1999	6/9/99	160		breeding
1002499	2245	68.62582	-149.59455	729.99598	9	23	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2141	39664	male	AHY		16	1.5									232.2							232.2			9	6	1999	6/9/99	160		
1002504	2246	68.62582	-149.59455	729.99598	13	10	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN		2111	47715	female	AHY		21.5	2		0.5	5	10	30	60			1.82	11.87	15.41	27.85	23.65			1.82	27.85	30	9	6	1999	6/9/99	160		
1002261	1244	68.62582	-149.59455	729.99598	11	10	Smith's Longspur	SMLO	Calcarius	pictus		Calcarius pictus 	CALPIC	SMLO		33362														6.61	13.69	40.28					6.61			9	6	1998	6/9/98	160		
1000812	1389	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21958	female			10.4	1		0.5	5	20	60				11.71	15.92	21.66	22.16				11.71	22.16	60	12	6	1992	6/12/92	164		breeding
1000813	1390	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21957	male			12.1	0.5		0.5	5	20	60				11.54	24.48	54.48	34.4				11.54	54.48	20	12	6	1992	6/12/92	164		
1000814	1391	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21956	female			14.1	0.5		0.5	5	20	60				5.43	15.02	25.18	30.44				5.43	30.44	60	12	6	1992	6/12/92	164		
1000815	1469	68.62582	-149.59455	729.99598			Hoary Redpoll	HORE	Carduelis	hornemanni		Carduelis hornemanni 	CARHOR			21957	male						1	5	20	60				11.54	24.48	54.48	34.4				11.54	54.48	20	12	6	1992	6/12/92	164		
1000818	1392	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21959	male			12.1	1		0.5	5	20	60				12.18	23.12	22.53	27.95				12.18	27.95	60	15	6	1992	6/15/92	167		
1000819	1470	68.62582	-149.59455	729.99598			Hoary Redpoll	HORE	Carduelis	hornemanni		Carduelis hornemanni 	CARHOR			21959	male						1	5	20	60				12.18	23.12	22.53	27.95				12.18	27.95	60	15	6	1992	6/15/92	167		
1002538	1289	68.62582	-149.59455	729.99598	11	50	Smith's Longspur	SMLO	Calcarius	pictus		Calcarius pictus 	CALPIC	SMLO	980	33352	female	AHY		31	2.5		1	5	10	30	60			3.95	7.35	16.01	13.48	53.44			3.95	53.44	60	17	6	1999	6/17/99	168		
1001283	2643	68.62582	-149.59455	729.99598			American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	ATSP		21966	female						0.5	5	10	30	60			12.6	19.2	20.9	42.3	50.4			12.6	50.4	60	18	6	1993	6/18/93	169		
1000676	1360	68.62582	-149.59455	729.99598	18	56	Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA	CORET-1			male			12	1.5		1	5						18.9	21.8						18.9			18	6	1991	6/18/91	169		
1000682	2202	68.62582	-149.59455	729.99598	10	31	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN	SASP-1		76602	male			21.5	0.5		2	5	10	30	60			8.3	18.8	28.7	43.4	55.2			8.3	55.2	60	18	6	1991	6/18/91	169		
1001295	2091	68.62582	-149.59455	729.99598			Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-01			female						1	5	20	60				60.2	58.5	59.5	46.7				60.2	60.2	1	19	6	1993	6/19/93	170		
1001296	2092	68.62582	-149.59455	729.99598			Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-02			male						5	30	60					38.8	40.5	50					38.8	50	60	19	6	1993	6/19/93	170		
1000688	2160	68.62582	-149.59455	729.99598	17	21	Northern Wheatear	NOWH	Oenanthe	oenanthe		Oenanthe oenanthe 	OENOEN	WHEA-1	none		female			31	2		2	5	10	30	60			6.7	11.3	14.1	8.3	5.1			6.7	14.1	10	19	6	1991	6/19/91	170		breeding
1001308	2095	68.62582	-149.59455	729.99598			Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-03			female						5	10	30					65.5	8.1	56								20	6	1993	6/20/93	171		
1001309	2096	68.62582	-149.59455	729.99598			Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-04			male						5	10	30	60				116.7	70.2	71.6	67.9				116.7	116.7	5	20	6	1993	6/20/93	171		
1000691	2203	68.62582	-149.59455	729.99598	17	23	Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN	SASP-3	none		female			17	3		1	5	10	30	60			3.1	8.7	17.3	7.6	13.1			3.1	17.3	10	20	6	1991	6/20/91	171		
1001779	2224	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN			39550	female						1	5	10	30	60			14.5	36.3	48.7	46.1	69.3			14.5	69.3	60	20	6	1995	6/20/95	171		
1001336	2644	68.62582	-149.59455	729.99598			American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB			52888	male						5	10	30	60				39.3	47.9	49.3	77.5				39.3	77.5	60	22	6	1993	6/22/93	173		
1001337	2645	68.62582	-149.59455	729.99598			American Tree Sparrow	ATSP	Spizella	arborea		Spizella arborea 	SPIARB	ATSP		76638	female						5	10	30	60				30	34.7	34.6	38.1				30	38.1	60	22	6	1993	6/22/93	173		
1000820	1393	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21960	male			12	2		0.5	5	20	60				9.83	11.66	17.07	13.27				9.83	17.07	20	22	6	1992	6/22/92	174		breeding
1000821	1394	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21954	male			13.5	1.5		0.5	5	20	60				24.61	27.83	31.2	28.92				24.61	31.2	20	22	6	1992	6/22/92	174		
1000822	1471	68.62582	-149.59455	729.99598			Hoary Redpoll	HORE	Carduelis	hornemanni		Carduelis hornemanni 	CARHOR			21960	male						1	5	20	60				9.83	11.66	17.07	13.27				9.83	17.07	20	22	6	1992	6/22/92	174		
1000823	1472	68.62582	-149.59455	729.99598			Hoary Redpoll	HORE	Carduelis	hornemanni		Carduelis hornemanni 	CARHOR			21954	male						1	5	20	60				24.61	27.83	31.2	28.92				24.61	31.2	20	22	6	1992	6/22/92	174		
1000695	2161	68.62582	-149.59455	729.99598	21	30	Northern Wheatear	NOWH	Oenanthe	oenanthe		Oenanthe oenanthe 	OENOEN	WHEA-2	1441	39413	male			22	0.5		1	5	10	30	60			21.6	21.7	9.6	25.3	33.1			21.6	33.1	60	24	6	1991	6/24/91	175		
1000700	2021	68.62582	-149.59455	729.99598	19	51	Willow Ptarmigan	WIPT	Lagopus	lagopus		Lagopus lagopus 	LAGLAG	WIPT-1	936	71301	male			560	0		1.5	5	10	30	60			3.2	9.5	16.9	30.9	36.7			3.2	36.7	60	24	6	1991	6/24/91	175		
1001375	2100	68.62582	-149.59455	729.99598			Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-05			female						5	10	30	60				53.3	50.2	38	36.8				53.3	53.3	5	25	6	1993	6/25/93	176		
1001376	2101	68.62582	-149.59455	729.99598			Eastern Yellow Wagtail	EYWA	Motacilla	tschutschensis		Motacilla tschutschensis 	MOTTSC	YEWA-06			male						5	10	30	60				81.3	73.9	54.6	57.4				81.3	81.3	5	25	6	1993	6/25/93	176		
1000702	2986	68.62582	-149.59455	729.99598	14	56	Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	WCSP-2		39178	male			33.3	2.5		2	5	10	30	60			11.7	12	24.1	24.7	19.3			11.7	24.7	30	25	6	1991	6/25/91	176		breeding
1000824	1395	68.62582	-149.59455	729.99598			Common Redpoll	CORE	Carduelis	flammea		Carduelis flammea 	CARFLA			21961	female			12.8	1.5		0.5	5	20	60				3.83	7.35	17.66	17.28				3.83	17.66	20	27	6	1992	6/27/92	179		
1000825	1473	68.62582	-149.59455	729.99598			Hoary Redpoll	HORE	Carduelis	hornemanni		Carduelis hornemanni 	CARHOR			21961	female						1	5	20	60				3.83	7.35	17.66	17.28				3.83	17.66	20	27	6	1992	6/27/92	179		
1001783	2228	68.62582	-149.59455	729.99598			Savannah Sparrow	SAVS	Passerculus	sandwichensis		Passerculus sandwichensis 	PASSAN			76670	female						1	5	30	60				62.6	64.8	109.7	45.7				62.6	109.7	30	29	6	1995	6/29/95	180		
1003230	3043	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	111	1811	26435		HY			1.50		3	10	30	60				1.41	13.7	24.58	23.68				1.41	24.58	30	7	8	2004	8/7/04	220		
1003231	3044	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	110	1811	26434		HY			2.00		3	10	30	60				2.51	19.03	15.68	25.11				2.51	25.11	60	7	8	2004	8/7/04	220		
1003232	3045	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	108	1811	26432		HY			0.00		3	10	30	60				1.83	14.22	20.37	16.88				1.83	20.37	30	7	8	2004	8/7/04	220		
1003233	3046	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	109	1811	26433		AHY			2.00		3	10	30	60				1.54	1.86	2.89	4.17				1.54	4.17	60	7	8	2004	8/7/04	220		
1003297	3110	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	153	1811	26477		HY			1.50		3	10	30	60				1.58	21.22	30.13	29.24				1.58	30.13	30	12	8	2004	8/12/04	225		
1003298	3111	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	152	1811	26476		HY			0.50		3	10	30	60				4.27	18.76	14.31	23.28				4.27	23.28	60	12	8	2004	8/12/04	225		
1003299	3112	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	4	1711	34386		AHY			1.00		3	10	30	60				1.57	10.02	22.97	18.81				1.57	22.97	30	13	8	2004	8/13/04	226		
1003313	3126	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	164	1811	26488		AHY			1.00		3	10	30	60				2.28	24.15	35	28.99				2.28	35	30	15	8	2004	8/15/04	228		
1003328	3141	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	181	1811	26505		AHY			1.50		3	10	30	60				2.29	14	30.47	56.89				2.29	56.89	60	19	8	2004	8/19/04	232		
1003340	3153	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	196	1811	26520		AHY			2.00		3	10	30	60				2.76	23.17	27.47	34.81				2.76	34.81	60	25	8	2004	8/25/04	238		
1003341	3154	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	6	1711	34397		AHY			1.00		3	10	30	60				1.53	22.09	27.26	32.49				1.53	32.49	60	25	8	2004	8/25/04	238		
1003353	3166	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	2	1711	34375		AHY			2.00		3	10	30	60				2.38	16.58	31.1	29.28				2.38	31.1	30	26	8	2004	8/26/04	239		
1003354	3167	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	1	1541	98999		AHY			2.00		3	10	30	60				9.36	25.31	36.06	45.48				9.36	45.48	60	26	8	2004	8/26/04	239		
1003355	3168	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	157	1811	26481		AHY			1.00		3	10	30	60				2.24	16.52	27.68	40.32				2.24	40.32	60	26	8	2004	8/26/04	239		
1003364	3177	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	210	1811	26534		AHY			2.50		3	10	30	60				2.54	19.84	40.39	24.66				2.54	40.39	30	27	8	2004	8/27/04	240		
1003365	3178	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	207	1811	26531		AHY			2.50		3	10	30	60				2.45	26.7	23.52	61.04				2.45	61.04	60	27	8	2004	8/27/04	240		
1003366	3179	68.62582	-149.59455	729.99598			Gambel's White-crowned Sparrow	GWCS	Zonotrichia	leucophrys	gambelii	Zonotrichia leucophrys gambelii	ZONLGA	213	1811	26537		AHY			2.00		3	10	30	60				2.65	14.23	21.96	24.27				2.65	24.27	60	27	8	2004	8/27/04	240		
