"latitude"	"longitude"	"altitude_m"	"date"	"doy"	"year"	"day"	"month"	"n_samples"	"site2"	"avg_T2M_MAX"	"sd_T2M_MAX"	"avg_T2M_MIN"	"sd_T2M_MIN"	"avg_T2M"	"sd_T2M"	"NASA_ELEV"
47.742	-122.984	34.13767	1996-06-01	153	1996	1	6	1	"t12"	16.9716666666667	4.57471358411189	6.74849206349206	2.72713500937399	11.8972222222222	3.29803662489268	504.55
47.742	-122.984	34.13767	1996-06-19	171	1996	19	6	15	"u12"	18.9892328042328	4.5585793652132	7.94190476190476	2.44459389941984	13.4884920634921	3.1615853393554	504.55
47.742	-122.984	34.13767	1996-06-21	173	1996	21	6	13	"v12"	19.2932275132275	4.55627991213837	8.14071428571429	2.41033116094422	13.7501587301587	3.15181493353725	504.55
47.742	-122.984	34.13767	1996-07-05	187	1996	5	7	10	"w12"	20.1885185185185	4.21080521492168	9.13174603174603	2.47216968227943	14.7165343915344	2.97233546952164	504.55
47.742	-122.984	34.13767	1996-09-05	249	1996	5	9	4	"x12"	20.323835978836	4.27359846814425	8.7721164021164	2.50779353221267	14.1063492063492	2.92392715907521	504.55
47.742	-122.984	34.13767	1996-09-12	256	1996	12	9	3	"y12"	19.0585978835979	4.24419502350625	8.07058201058201	2.50397205514321	13.0745502645503	2.85741762323852	504.55
47.742	-122.984	34.13767	1996-12-12	347	1996	12	12	1	"z12"	3.91920634920635	3.02866664550834	-1.05664021164021	3.45033225366194	1.26433862433862	3.00963954619598	504.55
47.742	-122.984	34.13767	1996-12-14	349	1996	14	12	1	"a13"	3.68526455026455	3.35848165119977	-1.33283068783069	3.94972814803828	1.01185185185185	3.44995786838677	504.55
47.742	-122.984	34.13767	1996-12-22	357	1996	22	12	1	"b13"	3.05978835978836	3.55700884050478	-2.02722222222222	4.37301884914707	0.363333333333333	3.78067457806831	504.55
47.742	-122.984	34.13767	1997-01-07	7	1997	7	1	4	"c13"	3.66936507936508	3.26351873029224	-1.0855291005291	4.29341904160195	1.19730158730159	3.65432168395337	504.55
47.742	-122.984	34.13767	1997-04-08	98	1997	8	4	3	"d13"	9.89835978835979	4.14490124383409	1.49164021164021	2.54024622496946	5.48968253968254	2.80711598695238	504.55
47.742	-122.984	34.13767	1997-04-10	100	1997	10	4	13	"e13"	10.2735714285714	4.19318939993065	1.74822751322751	2.61397048138333	5.83571428571429	2.90971283785658	504.55
47.742	-122.984	34.13767	1997-05-06	126	1997	6	5	7	"f13"	13.6119576719577	4.55850124030753	3.4565873015873	2.81128339327288	8.50312169312169	3.38324797894099	504.55
47.742	-122.984	34.13767	1997-05-08	128	1997	8	5	9	"g13"	13.7928042328042	4.48200387033178	3.65492063492063	2.88656857018768	8.70925925925926	3.36879878968624	504.55
48.33333	-122.45	3.04801	2000-05-09	130	2000	9	5	1	"h13"	14.9022486772487	3.93188624108031	6.92126984126984	2.19013655235786	10.9291798941799	2.78674346028493	131.37
48.33333	-122.45	3.04801	2000-05-11	132	2000	11	5	4	"i13"	15.1684656084656	3.9896542965495	7.12896825396825	2.17707314387702	11.1816402116402	2.78975787958519	131.37
48.35	-122.65	60.96012	1990-05-21	141	1990	21	5	3	"j13"	16.495	3.77868293125531	8.39320105820106	2.05579405474932	12.5163227513228	2.6421473606512	131.37
48.5459	-123.0132	1.2192	1990-07-24	205	1990	24	7	7	"k13"	21.7156084656085	3.35821116887879	13.7587037037037	1.86720849021417	17.6536772486772	2.41788286099793	52.13
48.5459	-123.0132	1.2192	1990-07-25	206	1990	25	7	2	"l13"	21.7054232804233	3.33809209563279	13.7489417989418	1.85028722174956	17.6347883597884	2.40003284298305	52.13
48.5459	-123.0132	1.2192	2001-11-09	313	2001	9	11	1	"m13"	10.1744973544974	2.05139013130493	6.58351851851852	2.06388897952756	8.28441798941799	1.96141095884821	52.13
48.57486	-122.96153	45.72009	1996-07-01	183	1996	1	7	3	"n13"	18.9161375661376	2.87760619313624	12.2266666666667	1.57555430017031	15.5932275132275	1.99520769508062	52.13
48.57486	-122.96153	45.72009	1996-07-02	184	1996	2	7	5	"o13"	18.9989153439153	2.84441304275611	12.2658201058201	1.53281350142531	15.6571164021164	1.96765958329978	52.13
48.72	-120.66	1981.20396	1990-07-05	186	1990	5	7	8	"p13"	17.5354761904762	4.30136211979862	5.40042328042328	3.10135673753631	11.4862169312169	3.55275411163645	1410.48
48.72	-120.66	1981.20396	1990-07-14	195	1990	14	7	2	"q13"	19.0438624338624	4.11572586133245	6.49873015873016	2.78307540825856	12.785291005291	3.36376707876514	1410.48
48.72	-120.66	1981.20396	1990-07-15	196	1990	15	7	1	"r13"	19.2690476190476	4.1426005931201	6.65928571428571	2.80171598949467	12.9824603174603	3.39095012306992	1410.48
57.56667	12.53333	80	1994-06-18	169	1994	18	6	15	"s13"	17.1226455026455	3.04198959154355	9.74137566137566	2.03905975409878	13.7098412698413	2.34352496435552	104.63
57.71667	16.53333	35	1991-06-19	170	1991	19	6	1	"t13"	18.1881746031746	3.10574518558136	9.96661375661376	2.12595771247876	14.3188095238095	2.42176895925366	84.25
57.71667	16.53333	35	1991-06-25	176	1991	25	6	1	"u13"	19.0915079365079	3.05608851809643	10.7955555555556	2.01191090746035	15.1669841269841	2.36887160565901	84.25
57.71667	16.53333	35	1994-06-16	167	1994	16	6	12	"v13"	18.057037037037	3.27066183873327	9.7231746031746	2.28357193241069	14.1248148148148	2.55394314001554	84.25
57.71667	16.53333	35	1994-06-17	168	1994	17	6	5	"w13"	18.0911375661376	3.20634169802185	9.80126984126984	2.19491647453282	14.1794973544974	2.49458628927421	84.25
57.71667	16.53333	35	1994-06-19	170	1994	19	6	4	"x13"	18.1881746031746	3.10574518558136	9.96661375661376	2.12595771247876	14.3188095238095	2.42176895925366	84.25
57.71667	16.53333	35	1994-06-20	171	1994	20	6	6	"y13"	18.3031481481481	3.06063322521127	10.0696031746032	2.07722731469451	14.4210052910053	2.39404944116916	84.25
57.71667	16.53333	35	1994-06-21	172	1994	21	6	6	"z13"	18.4215343915344	3.05004079202748	10.1957142857143	2.04996697724768	14.5489153439153	2.38661422681073	84.25
57.71667	16.53333	35	1994-06-22	173	1994	22	6	4	"a14"	18.587619047619	3.08171292112526	10.3443386243386	2.04527551901691	14.7066402116402	2.39672722978138	84.25
64.83333	-147.66667	136	1992-02-10	41	1992	10	2	11	"b14"	-14.5739682539683	8.9964054194516	-21.8077777777778	9.23882548676451	-17.9971957671958	9.08595112056449	366.64
64.83333	-147.66667	136	1992-05-15	136	1992	15	5	18	"c14"	11.4046825396825	4.38860636353626	1.38888888888889	3.34150894825707	6.93201058201058	3.72601125502417	366.64
64.83333	-147.66667	136	1992-05-16	137	1992	16	5	30	"d14"	11.7100529100529	4.27837055888137	1.66933862433862	3.30213223239998	7.2373544973545	3.64508759013837	366.64
64.83333	-147.66667	136	1992-06-08	160	1992	8	6	1	"e14"	16.805582010582	3.44973443869241	7.7060582010582	2.8167291200248	12.8858465608466	2.96159420968946	366.64
64.83333	-147.66667	136	1994-03-26	85	1994	26	3	1	"f14"	-7.00084656084656	5.95779936610313	-17.3666666666667	7.07734896942445	-12.255	6.5339232408846	366.64
64.83333	-147.66667	136	1996-01-04	4	1996	4	1	1	"g14"	-18.2293470790378	9.43704314737024	-24.1621649484536	9.18222043916328	-21.1352233676976	9.22802692335749	366.64
64.83333	-147.66667	136	1996-01-07	7	1996	7	1	2	"h14"	-18.0246825396825	9.51087402397974	-23.9775925925926	9.33075785773196	-20.9725661375661	9.3709363622123	366.64
64.83333	-147.66667	136	1996-12-12	347	1996	12	12	1	"i14"	-14.9938888888889	7.60605060404775	-20.9189153439153	7.53415752354776	-17.9616137566138	7.45210253129226	366.64
64.83333	-147.66667	136	1996-12-14	349	1996	14	12	9	"j14"	-14.8274603174603	7.48475355024935	-20.8593915343915	7.55832942260509	-17.8424867724868	7.38704437300806	366.64
64.83333	-147.66667	136	1997-01-01	1	1997	1	1	3	"k14"	-17.9124509803922	9.3446498943423	-23.679068627451	9.05446321182986	-20.774068627451	9.09700094656849	366.64
64.83333	-147.66667	136	1997-01-04	4	1997	4	1	3	"l14"	-18.2293470790378	9.43704314737024	-24.1621649484536	9.18222043916328	-21.1352233676976	9.22802692335749	366.64
64.83333	-147.66667	136	1997-01-07	7	1997	7	1	2	"m14"	-18.0246825396825	9.51087402397974	-23.9775925925926	9.33075785773196	-20.9725661375661	9.3709363622123	366.64
64.83333	-147.66667	136	1997-04-08	98	1997	8	4	1	"n14"	-3.06134920634921	4.77118617727384	-12.2443915343915	6.37094026557418	-7.35023809523809	5.50494248111173	366.64
64.83333	-147.66667	136	1997-05-08	128	1997	8	5	1	"o14"	8.98727513227513	4.73577027964914	-0.798174603174603	3.76855974447563	4.47277777777778	4.07321332602316	366.64
64.83333	-147.66667	136	1997-12-14	348	1997	14	12	1	"p14"	-14.8286772486772	7.4860958895434	-20.885291005291	7.57432761203975	-17.8691798941799	7.4109442415327	366.64
65.96667	16.2	417	1993-03-14	73	1993	14	3	1	"q14"	-4.29121693121693	3.43600928234482	-11.5836243386243	4.97856464530388	-7.80023809523809	4.1941998217481	710.8
65.96667	16.2	417	1994-06-01	152	1994	1	6	2	"r14"	8.53412698412698	4.21728040452108	1.42171957671958	3.30143196255539	5.45777777777778	3.61233472388466	710.8
65.96667	16.2	417	1994-06-26	177	1994	26	6	11	"s14"	13.0178571428571	3.72548188693524	5.37671957671958	3.15584100460608	9.6847619047619	3.30383782484378	710.8
65.96667	16.2	417	1994-06-27	178	1994	27	6	7	"t14"	13.1930158730159	3.76795850624541	5.53883597883598	3.16108897725093	9.84534391534392	3.33120015065783	710.8
65.96667	16.2	417	1994-06-28	179	1994	28	6	6	"u14"	13.3674338624339	3.75496177874092	5.7034126984127	3.15737371038021	10.017380952381	3.31476661890086	710.8
65.96667	16.2	417	1994-06-29	180	1994	29	6	6	"v14"	13.5156878306878	3.74129060100626	5.80769841269841	3.07524664108406	10.1458465608466	3.2845371911349	710.8
65.96667	16.2	417	1994-07-01	182	1994	1	7	3	"w14"	13.7472751322751	3.68076471605069	5.92854497354497	3.05555644658011	10.3145767195767	3.24517882856662	710.8
65.96667	16.2	417	1994-07-02	183	1994	2	7	4	"x14"	13.7769841269841	3.67846646699667	5.98388888888889	3.05227035703739	10.339417989418	3.24775869337482	710.8
65.96667	16.2	417	1994-07-03	184	1994	3	7	6	"y14"	13.8620105820106	3.68831601031286	6.09002645502645	3.07661199676017	10.4284391534392	3.2627219190764	710.8
65.96667	16.2	417	1994-07-04	185	1994	4	7	4	"z14"	13.9879100529101	3.66399647329856	6.17589947089947	3.09900974351447	10.535	3.23746144861985	710.8
65.96667	16.2	417	1994-07-26	207	1994	26	7	2	"a15"	14.9949470899471	3.28411490966724	7.49047619047619	2.71162401752694	11.5925925925926	2.80138060850093	710.8
65.96667	16.3333	580.34036	1994-06-27	178	1994	27	6	2	"b15"	13.1930158730159	3.76795850624541	5.53883597883598	3.16108897725093	9.84534391534392	3.33120015065783	710.8
66.0167	16.2333	665	1994-06-28	179	1994	28	6	2	"c15"	13.3674338624339	3.75496177874092	5.7034126984127	3.15737371038021	10.017380952381	3.31476661890086	710.8
68.40288	-149.32277	882.39776	1999-05-26	146	1999	26	5	4	"d15"	3.78899470899471	4.45288295668847	-3.1439417989418	4.4567294293184	0.957354497354497	4.17717708115983	1070.95
68.40288	-149.32277	882.39776	1999-05-28	148	1999	28	5	2	"e15"	4.52650793650794	4.39643416833331	-2.31044973544974	4.11582165075966	1.72460317460317	3.9859201103298	1070.95
68.40288	-149.32277	882.39776	1999-05-31	151	1999	31	5	3	"f15"	5.50880952380952	4.57341428340517	-1.28809523809524	3.95631269686332	2.69592592592593	4.06835700449013	1070.95
68.40288	-149.32277	882.39776	1999-06-01	152	1999	1	6	1	"g15"	5.78518518518518	4.59932143450783	-1.0087037037037	3.85909036189352	2.95582010582011	4.06089228404529	1070.95
68.40288	-149.32277	882.39776	1999-06-03	154	1999	3	6	3	"h15"	6.5142328042328	4.46081311577623	-0.355343915343915	3.76590772882078	3.62955026455026	3.933902707666	1070.95
68.40288	-149.32277	882.39776	1999-06-04	155	1999	4	6	6	"i15"	6.87822751322751	4.4085184939496	-0.0152380952380952	3.62697527947301	3.96616402116402	3.88328784711225	1070.95
68.45038	-149.37175	821.43597	1998-05-11	131	1998	11	5	1	"j15"	-1.4147619047619	3.92732298879016	-9.76256613756614	5.29561096753594	-4.76457671957672	4.37591387416978	1070.95
68.45038	-149.37175	821.43597	1999-05-26	146	1999	26	5	1	"k15"	3.78899470899471	4.45288295668847	-3.1439417989418	4.4567294293184	0.957354497354497	4.17717708115983	1070.95
68.45038	-149.37175	821.43597	1999-06-01	152	1999	1	6	3	"l15"	5.78518518518518	4.59932143450783	-1.0087037037037	3.85909036189352	2.95582010582011	4.06089228404529	1070.95
68.45038	-149.37175	821.43597	1999-06-13	164	1999	13	6	1	"m15"	9.67015873015873	3.69060517435654	2.66063492063492	3.22560645403884	6.67703703703704	3.41275998571684	1070.95
68.62582	-149.59455	729.99598	1991-06-18	169	1991	18	6	2	"n15"	10.4914814814815	3.56031231693034	3.59230158730159	3.15349332531966	7.55306878306878	3.29112464560705	1070.95
68.62582	-149.59455	729.99598	1991-06-19	170	1991	19	6	1	"o15"	10.6150264550265	3.55665560195478	3.76634920634921	3.14085999217787	7.68992063492064	3.2812123728272	1070.95
68.62582	-149.59455	729.99598	1991-06-20	171	1991	20	6	1	"p15"	10.6605026455026	3.60251717350579	3.87555555555556	3.11876426479234	7.77338624338624	3.31232657445359	1070.95
68.62582	-149.59455	729.99598	1991-06-24	175	1991	24	6	2	"q15"	11.112328042328	3.83277653903845	4.2147619047619	3.32477941613755	8.16592592592593	3.52465432807666	1070.95
68.62582	-149.59455	729.99598	1991-06-25	176	1991	25	6	1	"r15"	11.3375396825397	3.98175820964379	4.42291005291005	3.36597036467448	8.37216931216931	3.64815625871045	1070.95
68.62582	-149.59455	729.99598	1992-02-10	41	1992	10	2	2	"s15"	-19.7588624338624	9.24983971627516	-26.073253968254	9.10896120664928	-22.7493650793651	9.09576376280177	1070.95
68.62582	-149.59455	729.99598	1992-05-20	141	1992	20	5	1	"t15"	2.00851851851852	4.31781276611325	-5.38822751322751	4.95756307049823	-0.944814814814815	4.37973238921732	1070.95
68.62582	-149.59455	729.99598	1992-05-23	144	1992	23	5	3	"u15"	3.05378306878307	4.41323055740531	-3.99275132275132	4.63693119117403	0.225608465608466	4.23971300203951	1070.95
68.62582	-149.59455	729.99598	1992-05-24	145	1992	24	5	2	"v15"	3.41066137566138	4.46356845225882	-3.55555555555556	4.53976662288648	0.586560846560847	4.21589128589485	1070.95
68.62582	-149.59455	729.99598	1992-05-25	146	1992	25	5	3	"w15"	3.77015873015873	4.42445866264976	-3.15677248677249	4.44338684313617	0.93957671957672	4.15372030754392	1070.95
68.62582	-149.59455	729.99598	1992-05-26	147	1992	26	5	6	"x15"	4.1718253968254	4.36979578776026	-2.71902116402116	4.2841450149166	1.34687830687831	4.04883069749548	1070.95
68.62582	-149.59455	729.99598	1992-05-28	149	1992	28	5	2	"y15"	4.88769841269841	4.43715668081826	-1.9047619047619	3.97150067133541	2.09502645502646	3.97027277582002	1070.95
68.62582	-149.59455	729.99598	1992-06-08	160	1992	8	6	2	"z15"	8.71460317460317	4.22327515385107	1.6268253968254	3.51740303529023	5.71473544973545	3.82115298594928	1070.95
68.62582	-149.59455	729.99598	1992-06-09	161	1992	9	6	2	"a16"	9.0328835978836	4.09914500915048	1.99219576719577	3.47664304897059	6.04542328042328	3.73761267309743	1070.95
68.62582	-149.59455	729.99598	1992-06-12	164	1992	12	6	4	"b16"	9.67161375661376	3.69099812383522	2.66259259259259	3.22649379763109	6.67968253968254	3.41383367732015	1070.95
68.62582	-149.59455	729.99598	1992-06-15	167	1992	15	6	2	"c16"	10.1551587301587	3.68779960001317	3.2331746031746	3.23134753180304	7.19	3.42472187102824	1070.95
68.62582	-149.59455	729.99598	1992-06-22	174	1992	22	6	4	"d16"	10.9123015873016	3.73468568717816	4.0226455026455	3.26597155086821	7.97195767195767	3.43046058392051	1070.95
68.62582	-149.59455	729.99598	1992-06-27	179	1992	27	6	2	"e16"	11.7770899470899	4.20589330092093	4.72275132275132	3.5715875325942	8.77219576719577	3.86042928493203	1070.95
68.62582	-149.59455	729.99598	1993-06-18	169	1993	18	6	1	"f16"	10.4914814814815	3.56031231693034	3.59230158730159	3.15349332531966	7.55306878306878	3.29112464560705	1070.95
68.62582	-149.59455	729.99598	1993-06-19	170	1993	19	6	2	"g16"	10.6150264550265	3.55665560195478	3.76634920634921	3.14085999217787	7.68992063492064	3.2812123728272	1070.95
68.62582	-149.59455	729.99598	1993-06-20	171	1993	20	6	2	"h16"	10.6605026455026	3.60251717350579	3.87555555555556	3.11876426479234	7.77338624338624	3.31232657445359	1070.95
68.62582	-149.59455	729.99598	1993-06-22	173	1993	22	6	2	"i16"	10.7371693121693	3.64911423108713	3.90505291005291	3.19789090348856	7.82865079365079	3.34844934692539	1070.95
68.62582	-149.59455	729.99598	1993-06-25	176	1993	25	6	2	"j16"	11.3375396825397	3.98175820964379	4.42291005291005	3.36597036467448	8.37216931216931	3.64815625871045	1070.95
68.62582	-149.59455	729.99598	1994-03-26	85	1994	26	3	1	"k16"	-14.3982010582011	7.05245943080347	-24.9517724867725	7.29583204884614	-19.762328042328	6.97299785423219	1070.95
68.62582	-149.59455	729.99598	1994-05-30	150	1994	30	5	2	"l16"	5.19828042328042	4.52470189890332	-1.59166666666667	3.981389547896	2.39955026455026	4.04431638508484	1070.95
68.62582	-149.59455	729.99598	1995-05-30	150	1995	30	5	1	"m16"	5.19828042328042	4.52470189890332	-1.59166666666667	3.981389547896	2.39955026455026	4.04431638508484	1070.95
68.62582	-149.59455	729.99598	1995-06-20	171	1995	20	6	1	"n16"	10.6605026455026	3.60251717350579	3.87555555555556	3.11876426479234	7.77338624338624	3.31232657445359	1070.95
68.62582	-149.59455	729.99598	1995-06-29	180	1995	29	6	1	"o16"	11.9566137566138	4.2059567666072	4.86653439153439	3.56029726356029	8.94537037037037	3.85556203630256	1070.95
68.62582	-149.59455	729.99598	1998-06-09	160	1998	9	6	1	"p16"	8.72415343915344	4.22700468947327	1.65410052910053	3.51214744747211	5.73148148148148	3.82467493820655	1070.95
68.62582	-149.59455	729.99598	1999-05-22	142	1999	22	5	1	"q16"	2.35785714285714	4.38015550403004	-4.93253968253968	4.87967602359399	-0.547724867724868	4.35383237487442	1070.95
68.62582	-149.59455	729.99598	1999-05-23	143	1999	23	5	3	"r16"	2.69888888888889	4.40574123063703	-4.48169312169312	4.77762793556821	-0.163306878306878	4.30233776634384	1070.95
68.62582	-149.59455	729.99598	1999-05-25	145	1999	25	5	4	"s16"	3.42380952380952	4.47530124774325	-3.54931216931217	4.54562658068667	0.598783068783069	4.2270308132994	1070.95
68.62582	-149.59455	729.99598	1999-05-26	146	1999	26	5	5	"t16"	3.78899470899471	4.45288295668847	-3.1439417989418	4.4567294293184	0.957354497354497	4.17717708115983	1070.95
68.62582	-149.59455	729.99598	1999-05-28	148	1999	28	5	7	"u16"	4.52650793650794	4.39643416833331	-2.31044973544974	4.11582165075966	1.72460317460317	3.9859201103298	1070.95
68.62582	-149.59455	729.99598	1999-05-29	149	1999	29	5	8	"v16"	4.89203703703704	4.44305482272904	-1.9068253968254	3.96924649607721	2.095	3.97024237746375	1070.95
68.62582	-149.59455	729.99598	1999-05-31	151	1999	31	5	7	"w16"	5.50880952380952	4.57341428340517	-1.28809523809524	3.95631269686332	2.69592592592593	4.06835700449013	1070.95
68.62582	-149.59455	729.99598	1999-06-03	154	1999	3	6	3	"x16"	6.5142328042328	4.46081311577623	-0.355343915343915	3.76590772882078	3.62955026455026	3.933902707666	1070.95
68.62582	-149.59455	729.99598	1999-06-05	156	1999	5	6	1	"y16"	7.29648148148148	4.37183426058713	0.364074074074074	3.53401918227751	4.35224867724868	3.8473685893951	1070.95
68.62582	-149.59455	729.99598	1999-06-07	158	1999	7	6	1	"z16"	8.03134920634921	4.29637772664825	0.992063492063492	3.54569166985917	5.04828042328042	3.83584247410408	1070.95
68.62582	-149.59455	729.99598	1999-06-09	160	1999	9	6	3	"a17"	8.72415343915344	4.22700468947327	1.65410052910053	3.51214744747211	5.73148148148148	3.82467493820655	1070.95
68.62582	-149.59455	729.99598	1999-06-17	168	1999	17	6	1	"b17"	10.3423015873016	3.60909957308364	3.43134920634921	3.18986201272482	7.39489417989418	3.34716224309647	1070.95
68.62582	-149.59455	729.99598	2004-08-07	220	2004	7	8	4	"c17"	9.75833333333333	4.10361419598578	2.70616402116402	3.55016738045675	6.56357142857143	3.69753594866925	1070.95
68.62582	-149.59455	729.99598	2004-08-12	225	2004	12	8	2	"d17"	8.54706349206349	4.28038715138238	1.62396825396825	3.81001341839191	5.36563492063492	3.87041663485619	1070.95
68.62582	-149.59455	729.99598	2004-08-13	226	2004	13	8	1	"e17"	8.31277777777778	4.21876306036555	1.38677248677249	3.79501133607511	5.10730158730159	3.81454373325156	1070.95
68.62582	-149.59455	729.99598	2004-08-15	228	2004	15	8	1	"f17"	7.92029100529101	4.34384166292291	0.938862433862434	3.90632840660929	4.65198412698413	3.90214135999471	1070.95
68.62582	-149.59455	729.99598	2004-08-19	232	2004	19	8	1	"g17"	7.13325396825397	4.33305746515518	0.0600793650793651	3.9857725414661	3.78706349206349	3.90002796714321	1070.95
68.62582	-149.59455	729.99598	2004-08-25	238	2004	25	8	2	"h17"	6.00301587301587	4.08945034729405	-1.2476455026455	3.72926088512588	2.48444444444444	3.65889314238738	1070.95
68.62582	-149.59455	729.99598	2004-08-26	239	2004	26	8	3	"i17"	5.8262962962963	4.01968776081787	-1.43917989417989	3.74077640055618	2.30912698412698	3.6180743636005	1070.95
68.62582	-149.59455	729.99598	2004-08-27	240	2004	27	8	4	"j17"	5.59812169312169	3.9887643813832	-1.56645502645503	3.68678515068466	2.12354497354497	3.558792544664	1070.95
68.62582	-149.59455	729.99598	2004-08-28	241	2004	28	8	1	"k17"	5.42738095238095	3.92486486518046	-1.7178835978836	3.65530511119258	1.94748677248677	3.50485775523629	1070.95
68.62582	-149.59455	729.99598	2004-08-29	242	2004	29	8	2	"l17"	5.26333333333333	3.87137711192097	-1.8831746031746	3.65038066779764	1.76952380952381	3.46931593953203	1070.95
68.76478	-148.85213	495.29998	1991-06-18	169	1991	18	6	1	"m17"	13.0743915343915	4.05463127481108	5.31343915343915	3.46407126548548	9.73	3.72527840627302	555.73
68.76478	-148.85213	495.29998	1999-06-08	159	1999	8	6	1	"n17"	11.1123015873016	4.71675823171976	3.08468253968254	3.79359442379747	7.63047619047619	4.19799343070701	555.73
68.8336	-148.82198	437.38799	1991-06-15	166	1991	15	6	5	"o17"	12.4993386243386	4.1987888030813	4.75925925925926	3.56748683453341	9.14	3.86337018388335	555.73
69.01848	-148.82888	337.41427	1999-06-10	161	1999	10	6	3	"p17"	11.7712698412698	4.55647281755001	3.78417989417989	3.75609594561935	8.30851851851852	4.1154128265677	555.73
71.323	-156.609	2.1336	1991-06-12	163	1991	12	6	8	"q17"	1.3728835978836	1.78433424334817	-1.50140211640212	1.84820391476496	0.0338359788359788	1.54958532814623	0.54
71.323	-156.609	2.1336	1991-06-13	164	1991	13	6	19	"r17"	1.47989417989418	1.84119799813817	-1.36272486772487	1.87158856296867	0.154021164021164	1.60010152846863	0.54
71.323	-156.609	2.1336	1991-06-14	165	1991	14	6	14	"s17"	1.63743386243386	1.96708189187799	-1.23962962962963	1.8405422077285	0.288121693121693	1.63407447210247	0.54
71.323	-156.609	2.1336	1991-06-15	166	1991	15	6	1	"t17"	1.75722222222222	1.99478031294311	-1.13018518518519	1.76617728264526	0.383174603174603	1.58712608368306	0.54
71.323	-156.609	2.1336	1991-06-16	167	1991	16	6	3	"u17"	1.82891534391534	1.95089278024939	-1.04621693121693	1.67567516002974	0.465873015873016	1.51940792069003	0.54
71.323	-156.609	2.1336	1991-06-17	168	1991	17	6	1	"v17"	1.93216931216931	1.93914514045923	-0.918174603174603	1.62479155200598	0.57489417989418	1.48523452922747	0.54
71.323	-156.609	2.1336	1991-06-27	178	1991	27	6	1	"w17"	2.47611111111111	2.24263603855255	-0.247989417989418	1.47811414005425	1.16007936507937	1.60669495983205	0.54
71.323	-156.609	2.1336	1991-09-26	269	1991	26	9	1	"x17"	-0.347804232804233	2.473366930357	-2.0342328042328	2.88995352431733	-1.16002645502645	2.59538332200808	0.54
71.323	-156.609	2.1336	1991-09-27	270	1991	27	9	3	"y17"	-0.503492063492064	2.47314445111161	-2.21939153439153	2.93621201688466	-1.33224867724868	2.62719474429813	0.54
71.323	-156.609	2.1336	1999-05-28	148	1999	28	5	1	"z17"	-0.975502645502646	2.60767290308601	-4.0068253968254	2.83783493821287	-2.34431216931217	2.57899136780954	0.54
71.323	-156.609	2.1336	1999-05-29	149	1999	29	5	2	"a18"	-0.76994708994709	2.48028844419835	-3.77584656084656	2.73444488040629	-2.1244708994709	2.45700856706288	0.54
71.323	-156.609	2.1336	1999-05-31	151	1999	31	5	3	"b18"	-0.386322751322751	2.19265629189533	-3.32693121693122	2.57822592358161	-1.7097619047619	2.20906060340733	0.54
76.53333	-67.16667	37.3	1997-06-18	169	1997	18	6	2	"c18"	-0.571878306878307	2.01457854186226	-3.86134920634921	2.17153712986416	-2.04809523809524	1.98421036988689	649.22
76.53333	-67.16667	37.3	1997-06-27	178	1997	27	6	1	"d18"	0.403677248677249	1.96008768589675	-2.52010582010582	2.3231500131217	-0.909920634920635	2.02540986952594	649.22
76.53333	-67.16667	37.3	1997-06-29	180	1997	29	6	5	"e18"	0.638677248677249	1.89944508064544	-2.19674603174603	2.28432026910145	-0.635767195767196	1.96990879396325	649.22
76.53333	-67.16667	37.3	1997-07-18	199	1997	18	7	5	"f18"	1.42510582010582	1.65097499187167	-0.993756613756614	2.16084106918635	0.326957671957672	1.74671787810273	649.22
76.53333	-67.16667	37.3	1997-07-19	200	1997	19	7	11	"g18"	1.42873015873016	1.65113496089449	-0.98462962962963	2.15498435139785	0.338756613756614	1.74453745065371	649.22
76.53333	-67.16667	37.3	1997-07-21	202	1997	21	7	2	"h18"	1.41798941798942	1.59658162018553	-0.948730158730159	2.09282441525641	0.350555555555556	1.6845681099512	649.22
76.53333	-67.16667	37.3	1997-07-25	206	1997	25	7	5	"i18"	1.29100529100529	1.60066416751305	-0.992804232804233	2.10269753959192	0.261058201058201	1.72354284491225	649.22
76.53333	-67.16667	37.3	1997-07-26	207	1997	26	7	19	"j18"	1.24931216931217	1.61565666997544	-1.05497354497354	2.11828996753659	0.205899470899471	1.7396485392932	649.22
76.53333	-67.16667	37.3	1997-07-27	208	1997	27	7	9	"k18"	1.20121693121693	1.64217398139684	-1.10880952380952	2.11168692185425	0.162037037037037	1.75559668265592	649.22
76.53333	-67.16667	37.3	1997-07-28	209	1997	28	7	9	"l18"	1.14431216931217	1.65786132337534	-1.19854497354497	2.14803525040071	0.0872222222222222	1.7731497124442	649.22
76.53333	-67.16667	37.3	1997-07-29	210	1997	29	7	1	"m18"	1.07026455026455	1.68624547516266	-1.27637566137566	2.16233622961602	0.0178571428571429	1.78985393079884	649.22
